0	41	90
0	1	488
1	13	102
1	30	435
2	51	70
2	24	223
2	6	376
3	25	440
3	64	523
3	7	641
3	55	898
4	37	343
5	64	60
5	38	117
5	51	144
7	32	201
8	45	238
8	66	560
9	48	6
9	45	294
10	61	250
10	65	702
11	20	222
12	24	1238
13	28	155
13	47	311
14	23	729
15	40	7
15	44	78
16	47	35
17	37	588
18	28	24
19	20	4
19	24	18
21	47	844
22	31	1183
23	49	129
23	53	301
24	31	113
24	58	253
26	37	124
26	42	290
27	63	134
27	31	397
29	51	130
29	67	746
30	34	850
32	46	230
33	62	384
35	54	82
36	63	88
37	52	476
38	62	63
38	57	160
39	65	645
40	68	243
41	69	772
42	53	73
42	57	145
43	47	720
45	64	420
47	53	510
50	64	388
51	61	726
52	56	251
53	68	50
53	59	169
53	54	266
60	66	278
