2	5	3
10	18	4
70	77	8
5	52	12
28	71	14
11	66	15
4	9	16
3	36	24
46	51	32
23	31	48
8	13	54
52	75	60
38	73	62
5	81	63
85	91	69
24	62	76
43	65	81
15	53	92
59	95	95
32	93	103
21	44	104
37	68	110
11	57	115
21	50	117
41	57	121
18	27	124
74	99	134
27	79	137
52	66	166
24	89	167
50	96	168
43	68	177
3	65	185
13	93	186
37	87	202
46	83	204
26	83	208
21	76	209
11	30	223
47	55	224
1	21	229
14	83	235
14	40	241
2	22	255
39	53	270
73	95	274
57	99	279
58	62	298
23	40	302
68	78	303
19	66	309
58	94	314
0	74	319
12	21	346
70	99	356
47	59	369
43	92	377
4	76	390
60	77	398
6	14	399
7	43	409
35	55	414
57	82	430
24	37	439
37	66	444
29	90	445
18	41	446
37	55	459
43	50	470
12	80	472
74	88	487
27	54	490
17	84	497
33	65	504
0	26	539
14	15	540
33	93	552
49	87	553
14	48	554
52	67	630
23	61	633
24	86	635
0	84	668
29	35	708
41	72	747
39	85	808
4	25	812
30	71	849
16	36	928
84	97	985
56	75	1001
34	66	1029
62	64	1123
63	73	1209
6	69	1251
8	42	1455
81	98	1671
45	85	1847
20	69	1913
