0	74	319
0	26	539
0	84	668
1	21	229
2	5	3
2	22	255
3	36	24
3	65	185
4	9	16
4	76	390
4	25	812
5	52	12
5	81	63
6	14	399
6	69	1251
7	43	409
8	13	54
8	42	1455
10	18	4
11	66	15
11	57	115
11	30	223
12	21	346
12	80	472
13	93	186
14	83	235
14	40	241
14	15	540
14	48	554
15	53	92
16	36	928
17	84	497
18	27	124
18	41	446
19	66	309
20	69	1913
21	44	104
21	50	117
21	76	209
23	31	48
23	40	302
23	61	633
24	62	76
24	89	167
24	37	439
24	86	635
26	83	208
27	79	137
27	54	490
28	71	14
29	90	445
29	35	708
30	71	849
32	93	103
33	65	504
33	93	552
34	66	1029
35	55	414
37	68	110
37	87	202
37	66	444
37	55	459
38	73	62
39	53	270
39	85	808
41	57	121
41	72	747
43	65	81
43	68	177
43	92	377
43	50	470
45	85	1847
46	51	32
46	83	204
47	55	224
47	59	369
49	87	553
50	96	168
52	75	60
52	66	166
52	67	630
56	75	1001
57	99	279
57	82	430
58	62	298
58	94	314
59	95	95
60	77	398
62	64	1123
63	73	1209
68	78	303
70	77	8
70	99	356
73	95	274
74	99	134
74	88	487
81	98	1671
84	97	985
85	91	69
