0	24	217
0	59	390
0	1	465
1	8	285
2	56	62
2	33	234
2	5	245
2	39	504
3	12	44
3	55	129
3	11	312
4	13	161
4	18	552
5	7	157
6	53	344
9	29	17
9	16	105
9	10	455
10	39	227
10	28	742
11	42	667
12	56	518
12	34	653
13	16	11
14	49	333
14	35	970
15	45	100
15	29	174
15	53	372
15	40	672
16	27	463
17	58	752
19	30	243
20	40	259
21	46	880
22	30	39
22	23	159
22	47	229
22	46	328
22	25	514
24	44	22
26	51	774
30	32	85
30	57	184
30	54	204
30	31	224
32	58	136
32	55	418
32	41	824
33	48	1444
36	40	262
37	57	144
37	49	162
38	54	431
38	51	839
39	43	486
43	52	638
44	58	442
50	54	614
