13	16	11
9	29	17
24	44	22
22	30	39
3	12	44
2	56	62
30	32	85
15	45	100
9	16	105
3	55	129
32	58	136
37	57	144
5	7	157
22	23	159
4	13	161
37	49	162
15	29	174
30	57	184
30	54	204
0	24	217
30	31	224
10	39	227
22	47	229
2	33	234
19	30	243
2	5	245
20	40	259
36	40	262
1	8	285
3	11	312
22	46	328
14	49	333
6	53	344
15	53	372
0	59	390
32	55	418
38	54	431
44	58	442
9	10	455
16	27	463
0	1	465
39	43	486
2	39	504
22	25	514
12	56	518
4	18	552
50	54	614
43	52	638
12	34	653
11	42	667
15	40	672
10	28	742
17	58	752
26	51	774
32	41	824
38	51	839
21	46	880
14	35	970
33	48	1444
