16	41	4
13	77	10
8	76	13
18	27	29
8	49	33
1	58	35
36	59	42
37	45	49
52	67	53
24	43	62
17	23	64
59	79	70
4	22	71
40	71	72
13	31	75
41	79	81
12	71	85
38	46	87
9	34	96
34	54	97
0	53	115
65	68	117
51	65	130
8	64	147
1	67	150
11	37	157
13	64	170
6	54	171
56	63	197
33	59	204
15	46	208
57	77	224
17	52	241
29	30	260
14	62	267
1	57	274
49	71	276
35	48	289
55	60	292
48	50	324
18	72	329
33	69	344
40	61	347
32	68	358
43	44	361
3	5	362
33	38	366
65	77	389
14	36	393
63	70	400
8	9	429
9	63	455
14	70	475
21	68	477
20	74	494
5	66	533
5	22	534
25	66	537
54	55	539
45	63	549
5	47	555
2	15	579
4	62	595
10	53	600
42	76	610
21	26	611
48	64	624
25	78	643
34	53	667
24	60	721
19	79	726
7	78	728
20	23	745
39	65	767
29	57	774
28	70	807
27	31	813
5	75	873
4	73	1479
